<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.12.02	00:00:00.056	0.59053	0.59169			6
2024.12.02	00:00:31.016	0.59060	0.59162			6
2024.12.02	00:01:00.081	0.59072	0.59167			6
2024.12.02	00:01:07.268	0.59074				2
2024.12.02	00:01:43.171		0.59164			4
2024.12.02	00:02:01.620	0.59074				2
2024.12.02	00:02:35.450	0.59079				2
2024.12.02	00:02:38.167		0.59167			4
2024.12.02	00:03:02.296	0.59079				2
2024.12.02	00:03:24.000	0.59081				2
2024.12.02	00:03:45.321		0.59167			4
2024.12.02	00:04:00.975	0.59081				2
2024.12.02	00:04:30.878		0.59169			4
2024.12.02	00:04:35.875		0.59167			4
2024.12.02	00:05:05.596	0.59081				2
2024.12.02	00:05:06.325		0.59169			4
2024.12.02	00:05:08.362	0.59083				2
2024.12.02	00:05:23.544	0.59095	0.59172			6
2024.12.02	00:05:23.882	0.59096				2
2024.12.02	00:05:34.112		0.59168			4
2024.12.02	00:06:00.333	0.59096				2
2024.12.02	00:06:15.106		0.59167			4
2024.12.02	00:06:30.627	0.59092				2
2024.12.02	00:06:42.303	0.59093				2
2024.12.02	00:07:02.299	0.59093				2
2024.12.02	00:07:15.915		0.59167			4
2024.12.02	00:08:02.296	0.59093				2
2024.12.02	00:08:17.750		0.59167			4
2024.12.02	00:08:25.897		0.59166			4
2024.12.02	00:08:41.936		0.59167			4
2024.12.02	00:08:43.590		0.59166			4
2024.12.02	00:08:44.458		0.59157			4
2024.12.02	00:08:51.199	0.59092				2
2024.12.02	00:09:00.783	0.59092				2
2024.12.02	00:09:14.595		0.59155			4
2024.12.02	00:09:32.348	0.59097	0.59157			6
2024.12.02	00:10:00.231	0.59097				2
2024.12.02	00:10:33.045		0.59157			4
2024.12.02	00:11:00.945	0.59097				2
2024.12.02	00:11:13.257	0.59109	0.59167			6
2024.12.02	00:11:16.328		0.59169			4
2024.12.02	00:11:33.299	0.59115				2
2024.12.02	00:11:39.511	0.59097	0.59159			6
2024.12.02	00:12:01.871	0.59097				2
2024.12.02	00:12:40.247		0.59159			4
2024.12.02	00:13:00.648	0.59097				2
2024.12.02	00:13:29.398		0.59152			4
2024.12.02	00:13:50.333		0.59153			4
2024.12.02	00:13:50.644		0.59154			4
2024.12.02	00:13:52.415		0.59155			4
2024.12.02	00:13:53.346		0.59153			4
2024.12.02	00:13:54.314		0.59156			4
2024.12.02	00:13:56.732		0.59155			4
2024.12.02	00:14:05.231	0.59097				2
2024.12.02	00:14:06.422		0.59157			4
2024.12.02	00:14:07.491		0.59158			4
2024.12.02	00:14:08.415		0.59157			4
2024.12.02	00:14:09.061		0.59158			4
2024.12.02	00:14:11.060		0.59159			4
2024.12.02	00:14:22.814		0.59157			4
2024.12.02	00:14:24.348		0.59158			4
2024.12.02	00:14:25.354		0.59156			4
2024.12.02	00:14:27.370		0.59159			4
2024.12.02	00:14:28.642		0.59158			4
2024.12.02	00:14:29.661		0.59152			4
2024.12.02	00:14:31.729		0.59153			4
2024.12.02	00:14:44.856		0.59155			4
2024.12.02	00:14:47.889		0.59154			4
2024.12.02	00:14:51.458		0.59155			4
2024.12.02	00:14:53.312		0.59156			4
2024.12.02	00:14:53.823		0.59158			4
2024.12.02	00:14:54.269		0.59156			4
2024.12.02	00:14:58.288		0.59158			4
2024.12.02	00:15:00.581	0.59097	0.59156			6
2024.12.02	00:15:06.466		0.59158			4
2024.12.02	00:15:08.963		0.59156			4
2024.12.02	00:15:09.757		0.59158			4
2024.12.02	00:15:12.152		0.59156			4
2024.12.02	00:15:13.907		0.59158			4
2024.12.02	00:15:15.560		0.59156			4
2024.12.02	00:15:21.236		0.59157			4
2024.12.02	00:15:24.589	0.59109	0.59167			6
2024.12.02	00:15:29.645	0.59115	0.59192			6
2024.12.02	00:15:50.500	0.59118	0.59177			6
2024.12.02	00:16:00.647	0.59118				2
2024.12.02	00:16:11.608	0.59110				2
2024.12.02	00:16:37.619	0.59118				2
2024.12.02	00:16:50.504		0.59177			4
2024.12.02	00:17:00.046	0.59118				2
2024.12.02	00:17:50.911		0.59177			4
2024.12.02	00:18:00.400	0.59118				2
2024.12.02	00:18:50.989		0.59177			4
2024.12.02	00:19:00.642	0.59118				2
2024.12.02	00:19:49.065	0.59110				2
2024.12.02	00:19:50.147	0.59119				2
2024.12.02	00:19:51.513		0.59177			4
2024.12.02	00:20:00.401	0.59119				2
2024.12.02	00:20:50.628	0.59121				2
2024.12.02	00:20:52.300		0.59177			4
2024.12.02	00:21:01.901	0.59121				2
2024.12.02	00:21:10.812	0.59126				2
2024.12.02	00:21:17.916	0.59122				2
2024.12.02	00:21:56.147		0.59177			4
2024.12.02	00:22:00.701	0.59122				2
2024.12.02	00:22:50.323		0.59178			4
2024.12.02	00:23:00.261	0.59118				2
2024.12.02	00:23:51.005		0.59178			4
2024.12.02	00:24:02.346	0.59118				2
2024.12.02	00:24:54.701		0.59178			4
2024.12.02	00:25:02.287	0.59118				2
2024.12.02	00:26:11.501	0.59118	0.59178			6
2024.12.02	00:27:08.048	0.59118				2
2024.12.02	00:27:20.390		0.59178			4
2024.12.02	00:28:45.849	0.59118	0.59178			6
2024.12.02	00:29:09.439	0.59118				2
2024.12.02	00:29:50.351		0.59178			4
2024.12.02	00:30:00.452	0.59118				2
2024.12.02	00:30:02.679	0.59113				2
2024.12.02	00:30:14.049	0.59114				2
2024.12.02	00:30:16.191	0.59116				2
2024.12.02	00:30:19.453	0.59117				2
2024.12.02	00:30:22.157	0.59116				2
2024.12.02	00:30:31.620	0.59117				2
2024.12.02	00:30:36.980	0.59116				2
2024.12.02	00:30:37.985	0.59117				2
2024.12.02	00:30:52.676		0.59178			4
2024.12.02	00:31:17.325	0.59117				2
2024.12.02	00:31:32.013	0.59116				2
2024.12.02	00:31:40.448	0.59117				2
2024.12.02	00:31:50.925	0.59112				2
